name,state,district,street,lon,lat,formatted,categories,
Al Minufiya,Residential area 7,Abd Al Rahman Hammad Street,30.5143813,30.37539025,"Abd Al Rahman Hammad Street, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
Cairo,Al Gamaah Street,31.313944,29.8726278,"Al Gamaah Street, Wadi Hof, Cairo, 11746, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",,,
Cairo,Torah Al Asmant,Kornish Al Nil Street,31.25901459,29.95134405,"Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['entertainment', 'entertainment.theme_park']",[],
Al Minufiya,Al Sharit Distinctive,Ahmed Ismail Ali Street,30.51630101,30.37478785,"Ahmed Ismail Ali Street, Ebni Baitak, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
Cairo,Mahmoud Mokhtar Street,31.22147296,30.0437508,"Mahmoud Mokhtar Street, Bab al Luq, 11111, Egypt","['entertainment', 'entertainment.cinema']",[],,
Giza,District 1,Al Markazy Axis,30.94706275,29.9755034,"Al Markazy Axis, 1st District, 6th of October, 12591, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
Giza,Anwar Alsadat Street,31.05726168,29.9676212,"Anwar Alsadat Street, Al-Ashgar Suburb, Ash Sheikh Zayed, 12578, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",,,
Giza,"Cairo, Alexandria Desert Road",31.12244913,29.993935,"Cairo, Alexandria Desert Road, Remaya Square, 12556, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",[],,
Giza,The Ring Road,31.06001777,29.96562345,"The Ring Road, Al-Ashgar Suburb, Ash Sheikh Zayed, 12587, Egypt","['entertainment', 'entertainment.cinema']",,,
Giza,Kilany Street,31.19130629,30.07556885,"Kilany Street, Meet Okba, Bashteel Al-Balad, 12668, Egypt","['entertainment', 'entertainment.theme_park']",[],,
Giza,Ahmed Orabi Tunnel,31.19193178,30.07550415,"Ahmed Orabi Tunnel, Bashteel Al-Balad, 12668, Egypt","['entertainment', 'entertainment.theme_park']",[],,
Cairo,Neighbourhood 2,Al Fostat Street,31.2476222,30.0073015,"Al Fostat Street, Fostat, Cairo, 11923, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
Faiyum,Helwan Street,30.8528145,29.3191176,"Helwan Street, First Al Nagarin, 63513, Egypt","['entertainment', 'entertainment.zoo']",[],,
Faiyum,"Cairo, Al Fayoum Desert Road",30.8997618,29.5183227,"Cairo, Al Fayoum Desert Road, Khala Muhammad, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",[],,
Giza,Neighborhood 6,Makkah Al Mokarama Street,30.9423775,29.9794442,"Makkah Al Mokarama Street, 7th District, 6th of October, 12591, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],
Cairo,Street 9,31.2601472,29.9579154,"Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Cairo,Street 81,31.2597924,29.9584869,"Street 81, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Cairo,Al Hadaek Street,31.2653724,29.9525122,"Al Hadaek Street, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",[],,
Cairo,Al Hadaek Street,31.2654377,29.9525631,"Al Hadaek Street, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Cairo,Street 9,31.2647998,29.9520693,"Street 9, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],,
Giza,Youth Housing 63 Meter,Abd Al Salam Amin Street,30.9176671,29.9310307,"Abd Al Salam Amin Street, 4th District, 6th of October, 12563, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.farm']",[],
Giza,Youth Housing 63 Meter,Abd Al Salam Amin Street,30.9180283,29.9312599,"Abd Al Salam Amin Street, 4th District, 6th of October, 12563, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.farm']",[],
30.4976673,30.3784366,"['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",[],,,,,
Giza,Omar El Gizawy Street,31.2047914,30.0642653,"Omar El Gizawy Street, Meet Okba, Giza, 12658, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Giza,Nady Sour Al Tawfiqeya Street,31.2054569,30.0653399,"Nady Sour Al Tawfiqeya Street, Meet Okba, Giza, 12658, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Giza,Nady Sour Al Tawfiqeya Street,31.2055219,30.065294,"Nady Sour Al Tawfiqeya Street, Meet Okba, Giza, 12658, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Giza,Abou Al Houl Al Syahi Western Street,31.1437278,29.9777986,"Abou Al Houl Al Syahi Western Street, Kom al Akhdar, Giza, 12125, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],,
Giza,Khaled Amin Street,31.1669254,29.9986581,"Khaled Amin Street, Kom al Akhdar, Giza, 12574, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],,
cinabon 2,Bani Sweif,Mohamed Shehata Al Zaeiry Street,31.0998175,29.0662564,"cinabon 2, Mohamed Shehata Al Zaeiry Street, Bani Ateya, 62513, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",,
Giza,Area N,El khazzan Street,31.0893998,29.9550769,"El khazzan Street, Giza, 12587, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
Giza,Area L,Ahmed Allam Street,31.0923636,29.9598617,"Ahmed Allam Street, Giza, 12587, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
flower cotton,Giza,Mounir Ibrahim Street,31.1437789,29.9852334,"flower cotton, Mounir Ibrahim Street, Kom al Akhdar, Remaya Square, 12512, Egypt","['commercial', 'commercial.gift_and_souvenir']",,
flower cotton,Giza,Lamis Al Gazar Street,31.1439574,29.9849421,"flower cotton, Lamis Al Gazar Street, Kom al Akhdar, Remaya Square, 12512, Egypt","['commercial', 'commercial.gift_and_souvenir']",,
Simonds Bakery & Cafè,Giza,Kornish Al Nil Street,31.2195991,30.0408365,"Simonds Bakery & Cafè, Kornish Al Nil Street, El Agouza, Giza, 12411, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
Giza,Al Itihad Street,31.1875034,30.0320801,"75 Al Itihad Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.cheese_and_dairy']",[],,
Giza,Al Itihad Street,31.1879747,30.0334701,"4 Al Itihad Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.cheese_and_dairy']",[],,
Giza,Al Itihad Street,31.1878349,30.0324198,"35R Al Itihad Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Giza,Al Itihad Street,31.1878448,30.0324906,"35R Al Itihad Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.nuts']",[],,
Giza,Al Ezah Street,31.1878524,30.032567,"2 Al Ezah Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],,
Giza,Al Itihad Street,31.1878501,30.032524,"35R Al Itihad Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.spices']",[],,
Giza,Al Ezah Street,31.1878751,30.0327574,"1 Al Ezah Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],,
Giza,Eissa Qotb Street,31.1874346,30.0320069,"19 Eissa Qotb Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",[],,
Giza,Abou Fayed Street,31.1445455,29.9733997,"Abou Fayed Street, Nazlet al Batran, Giza, 12125, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",[],,
Giza,Abou Fayed Street,31.1447209,29.9734388,"Abou Fayed Street, Nazlet al Batran, Giza, 12125, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",[],,
Cairo,Masaken Nerco,Street 200,31.2750215,29.9552637,"Street 200, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",,
Giza,Al Ikhlas Street,31.1879549,30.0336486,"23 Al Ikhlas Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",,,
Giza,Al Itihad Street,31.1879569,30.0332935,"2 Al Itihad Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.seafood']",[],,
Giza,Hussein Al Laban Street,31.1878784,30.0327959,"17 Hussein Al Laban Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",[],,
Giza,Al Adala Street,31.1860619,30.0331192,"Al Adala Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Giza,Al Adala Street,31.186198,30.0331965,"Al Adala Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Giza,Al Adala Street,31.1862806,30.033235,"Al Adala Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Giza,Dayer Al Naheyah Street,31.1857834,30.0328396,"Dayer Al Naheyah Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Cairo,Al Ensha and Al Mounira,Mohamed Ezz Al Arab Street,31.2372876,30.0347949,"Mohamed Ezz Al Arab Street, Al-Sayyida Zeinab, Cairo, 11241, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
El Askary,Giza,Kafr Al Gabal,Teraa Al Helw Street,31.1489822,29.9862077,"El Askary, Teraa Al Helw Street, Kom al Akhdar, Giza, 12557, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",
Shaheen Cofee,Giza,Imam Ibrahim Street,31.2117776,30.0425128,"Shaheen Cofee, Imam Ibrahim Street, Dokki, Giza, 12611, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.coffee_and_tea']",,
Cairo,Al Thalathin Road,31.252887,30.0009355,"Al Thalathin Road, Fostat, Cairo, 11581, Egypt","['entertainment', 'entertainment.cinema']",[],,
Giza,Abou Hesham Street,31.1863856,30.031642,"11 Abou Hesham Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",[],,
Giza,District 1,Al Tahrir Road,30.9456299,29.9717338,"Al Tahrir Road, 5th district, 6th of October, 12596, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
Teda Fun Valley,Suez,"Side Suez, Ain Sokhna Road",32.31170188,29.67326765,"Teda Fun Valley, Side Suez, Ain Sokhna Road, Ain Sokhna, Egypt","['entertainment', 'entertainment.theme_park']",[],
Solo Mart,South Sinai,Al Salam Street,32.7192802,29.5889722,"Solo Mart, 99 Al Salam Street, Ras Sudr, 46612, Egypt","['commercial', 'commercial.gift_and_souvenir']",,
South Sinai,Al Shaairy Street,32.7195573,29.5888025,"Al Shaairy Street, Ras Sudr, 46612, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.seafood']",[],,
Suez,"Ain Sokhna, Zaafarana Road",32.4867372,29.4361171,"Ain Sokhna, Zaafarana Road, 43552, Egypt","['entertainment', 'entertainment.water_park']",[],,
Suez,"Ain Sokhna, Al Zaafarana Road",32.6026221,29.2854316,"Ain Sokhna, Al Zaafarana Road, Mountain View Sokhna 1, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],,
Nūn Art Gallery,Luxor,Al Qarnh Road,32.6327518,25.7036582,"Nūn Art Gallery, Al Qarnh Road, Al Baairat Village, 85951, Egypt","['entertainment', 'entertainment.museum']",,
Habiba Gallery,Luxor,Andraws Basha Street,32.6413909,25.7002036,"Habiba Gallery, 3 Andraws Basha Street, Luxor City, Luxor, 85951, Egypt","['commercial', 'commercial.gift_and_souvenir']",,
المتحف المفتوح,Luxor,Al Sheikh Awad Allah Street,32.65743934,25.72030945,"Open-Air Museum, Al Sheikh Awad Allah Street, Old Karnak, 85954, Egypt","['entertainment', 'entertainment.museum']",,
Medinet Habu,Luxor,Maabad Habo Road,32.60053556,25.71983695,"Medinet Habu, Maabad Habo Road, Al Baairat Village, 85958, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",,
Sanctuary of Hatshepsut and Thutmoses I,Luxor,Maabad Hatshebsout Road,32.60726192,25.73813035,"The First Terrace, Maabad Hatshebsout Road, New Al Qarnh City, 85958, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",,
Madinet Habu,Luxor,Maabad Habo Road,32.60202145,25.7174974,"Madinet Habu, Maabad Habo Road, Al Baairat Village, 85958, Egypt","['entertainment', 'entertainment.museum']",,
Hassan Fathy Theatre,Luxor,Tamthal Mamnoon Street,32.62239359,25.71545765,"Hassan Fathy Theatre, Tamthal Mamnoon Street, Al Baairat Village, 85958, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
svu theater,Qena,Al Gamaah Al Ra'eisy Street,32.7425499,26.1920215,"svu theater, Al Gamaah Al Ra'eisy Street, Qena, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
Atta,Luxor,Al Qarnh Road,32.6310783,25.7077968,"Atta, Al Qarnh Road, Al Baairat Village, 85958, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
Luxor Museum,Luxor,Museum Luxor Street,32.644489,25.7076634,"Luxor Museum, Museum Luxor Street, Luxor City, Luxor, 81693, Egypt","['entertainment', 'entertainment.museum']",[],
Al Abd Bakery,Luxor,Tamthal Mamnoon Street,32.6253596,25.7136826,"Al Abd Bakery, Tamthal Mamnoon Street, Al Baairat Village, 85958, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
Mummification Museum,Luxor,Kornish Al Nile Street,32.6399946,25.7026139,"Mummification Museum, Kornish Al Nile Street, Luxor City, Luxor, 85951, Egypt","['entertainment', 'entertainment.museum']",,
Luxor,Tamthal Mamnoon Street,32.60341713,25.72459695,"Tamthal Mamnoon Street, Al Baairat Village, 85958, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",[],,
New Valley,"Nagaa Hammadi, Al Halfaya Qebly Road",32.2559339,26.0291376,"Nagaa Hammadi, Al Halfaya Qebly Road, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.cinema']",[],,
La Voche,Luxor,Al Qarnh Road,32.6329143,25.7063473,"La Voche, Al Qarnh Road, Al Baairat Village, 85951, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",,
Gaddis,Luxor,Kornish Al Nile Street,32.637564,25.6975908,"Gaddis, Kornish Al Nile Street, Luxor City, Luxor, 85951, Egypt","['commercial', 'commercial.gift_and_souvenir']",,
Art from People to People Foundation,Luxor,Tamthal Mamnoon Street,32.6246003,25.7149153,"Art from People to People Foundation, Tamthal Mamnoon Street, Al Baairat Village, 85958, Egypt","['entertainment', 'entertainment.museum']",,
ATA BAZAR - Souvenirs for Fixed Price,Luxor,Maabad Luxor Street,32.6412313,25.7001398,"ATA BAZAR - Souvenirs for Fixed Price, Maabad Luxor Street, Luxor City, Luxor, 85951, Egypt","['commercial', 'commercial.gift_and_souvenir']",,
Drinkies,Luxor,Ramsis Street,32.6445095,25.6963037,"Drinkies, Ramsis Street, Luxor City, Luxor, 85951, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",,
New Hamees Papyrus,Luxor,Maabad Al Karnak Street,32.6492787,25.710769,"New Hamees Papyrus, Maabad Al Karnak Street, Old Karnak, 81693, Egypt","['commercial', 'commercial.gift_and_souvenir']",,
Luxor,Farid Alley,32.644999,25.69822,"Farid Alley, Luxor City, Luxor, 85951, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",[],,
Fresh orange juice,Luxor,Saad Zaghloul Street,32.6436486,25.6972032,"Fresh orange juice, Saad Zaghloul Street, Luxor City, Luxor, 85951, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",,
Luxor,Al Qarnh Road,32.6328743,25.7060436,"Al Qarnh Road, Al Baairat Village, 85951, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],,
Luxor,Tamthal Mamnoon Street,32.6252895,25.7137093,"Tamthal Mamnoon Street, Al Baairat Village, 85958, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],,
Nūn Art Gallery,Luxor,Al Qarnh Road,32.6327518,25.7036582,"Nūn Art Gallery, Al Qarnh Road, Al Baairat Village, 85951, Egypt","['entertainment', 'entertainment.museum']",,
Habiba Gallery,Luxor,Andraws Basha Street,32.6413909,25.7002036,"Habiba Gallery, 3 Andraws Basha Street, Luxor City, Luxor, 85951, Egypt","['commercial', 'commercial.gift_and_souvenir']",,
المتحف المفتوح,Luxor,Al Sheikh Awad Allah Street,32.65743934,25.72030945,"Open-Air Museum, Al Sheikh Awad Allah Street, Old Karnak, 85954, Egypt","['entertainment', 'entertainment.museum']",,
